staff_pick,canceled,failed,live,submitted,successful
False,0.07266828872668289,0.43665855636658557,0.04395782643957826,0.04801297648012977,0.39870235198702353
True,0.022764227642276424,0.0886178861788618,0.01869918699186992,0.0016260162601626016,0.8682926829268293
