Date,close,year,month,dom,day_name,month_name,dow,eom,days_to_eom,wom,returns,cum_returns,returns0
2014-04-24,1878.61,2014,4,24,Thursday,April,3,2014-04-30,-6.0,4,0.001715503883693792,0.27350126109129924,0.0017169762022830604
2014-04-25,1863.4,2014,4,25,Friday,April,4,2014-04-30,-5.0,4,-0.008129365642878916,0.2653718954484203,-0.008096411708656825
2014-04-28,1869.43,2014,4,28,Monday,April,0,2014-04-30,-2.0,4,0.003230795533208486,0.2686026909816288,0.00323602017816893
2014-04-29,1878.33,2014,4,29,Tuesday,April,1,2014-04-30,-1.0,5,0.004749512631765818,0.27335220361339463,0.004760809444589897
2014-04-30,1883.95,2014,4,30,Wednesday,April,2,2014-04-30,0.0,5,0.002987552324704268,0.2763397559380989,0.0029920195066894806
2014-05-01,1883.68,2014,5,1,Thursday,May,3,2014-05-31,-30.0,1,-0.000143326176116787,0.2761964297619821,-0.00014331590541150074
2014-05-02,1881.14,2014,5,2,Friday,May,4,2014-05-31,-29.0,1,-0.0013493343030379634,0.27484709545894415,-0.0013484243608256063
2014-05-05,1884.66,2014,5,5,Monday,May,0,2014-05-31,-26.0,1,0.0018694572336084292,0.2767165526925526,0.0018712057582104258
2014-05-06,1867.72,2014,5,6,Tuesday,May,1,2014-05-31,-25.0,1,-0.009028997640356806,0.26768755505219577,-0.008988358642938232
2014-05-07,1878.21,2014,5,7,Wednesday,May,2,2014-05-31,-24.0,1,0.00560075998285825,0.273288315035054,0.005616473561347535
2014-05-08,1875.63,2014,5,8,Thursday,May,3,2014-05-31,-23.0,2,-0.0013745926338062375,0.2719137224012478,-0.001373648314086262
2014-05-09,1878.48,2014,5,9,Friday,May,4,2014-05-31,-22.0,2,0.00151833619553976,0.27343205859678754,0.0015194894515442314
2014-05-12,1896.65,2014,5,12,Monday,May,0,2014-05-31,-19.0,2,0.009626232902744114,0.28305829149953166,0.009672714109279834
2014-05-13,1897.45,2014,5,13,Tuesday,May,1,2014-05-31,-18.0,2,0.0004217073940360194,0.2834799988935677,0.00042179632509942167
2014-05-14,1888.53,2014,5,14,Wednesday,May,2,2014-05-31,-17.0,2,-0.004712130811625137,0.27876786808194254,-0.0047010461408732995
2014-05-15,1870.85,2014,5,15,Thursday,May,3,2014-05-31,-16.0,3,-0.009405875621160575,0.26936199246078196,-0.009361778737960291
2014-05-16,1877.86,2014,5,16,Friday,May,4,2014-05-31,-15.0,3,0.0037399575698850995,0.27310195003066706,0.0037469599379960083
2014-05-19,1885.08,2014,5,19,Monday,May,0,2014-05-31,-12.0,3,0.0038374297012770953,0.27693937973194416,0.003844802061921504
2014-05-20,1872.83,2014,5,20,Tuesday,May,1,2014-05-31,-11.0,3,-0.0065196044560611455,0.270419775275883,-0.006498397945975731
2014-05-21,1888.03,2014,5,21,Wednesday,May,2,2014-05-31,-10.0,3,0.008083301565925183,0.2785030768418082,0.008116059653038521
2014-05-22,1892.49,2014,5,22,Thursday,May,3,2014-05-31,-9.0,4,0.0023594648720788314,0.280862541713887,0.002362250599831528
2014-05-23,1900.53,2014,5,23,Friday,May,4,2014-05-31,-8.0,4,0.004239372342577319,0.28510191405646435,0.00424837119350685
2014-05-27,1911.91,2014,5,27,Tuesday,May,1,2014-05-31,-4.0,4,0.005969947749390414,0.29107186180585476,0.005987803402208947
2014-05-28,1909.78,2014,5,28,Wednesday,May,2,2014-05-31,-3.0,4,-0.0011146902132566083,0.28995717159259815,-0.0011140691768964928
2014-05-29,1920.03,2014,5,29,Thursday,May,3,2014-05-31,-2.0,5,0.00535275873925567,0.2953099303318538,0.005367110347788806
2014-05-30,1923.57,2014,5,30,Friday,May,4,2014-05-31,-1.0,5,0.0018420236241798449,0.29715195395603367,0.0018437211918562735
2014-06-02,1924.97,2014,6,2,Monday,June,0,2014-06-30,-28.0,1,0.0007275486609232829,0.29787950261695695,0.0007278133886472471
2014-06-03,1924.24,2014,6,3,Tuesday,June,1,2014-06-30,-27.0,1,-0.00037929861387198116,0.29750020400308497,-0.0003792266892471696
2014-06-04,1927.88,2014,6,4,Wednesday,June,2,2014-06-30,-26.0,1,0.0018898689985702433,0.2993900730016552,0.00189165592649565
2014-06-05,1940.46,2014,6,5,Thursday,June,3,2014-06-30,-25.0,1,0.006504104782935727,0.30589417778459094,0.006525302404714051
2014-06-06,1949.44,2014,6,6,Friday,June,4,2014-06-30,-24.0,1,0.00461709347419248,0.3105112712587834,0.0046277686734073065
2014-06-09,1951.27,2014,6,9,Monday,June,0,2014-06-30,-21.0,2,0.000938290790270635,0.31144956204905405,0.0009387311227839756
2014-06-10,1950.79,2014,6,10,Tuesday,June,1,2014-06-30,-20.0,2,-0.0002460238963113426,0.3112035381527427,-0.0002459936349147318
2014-06-11,1943.89,2014,6,11,Wednesday,June,2,2014-06-30,-19.0,2,-0.003543298663358563,0.30766023948938415,-0.0035370285884179786
2014-06-12,1930.11,2014,6,12,Thursday,June,3,2014-06-30,-18.0,2,-0.007114123963847696,0.30054611552553645,-0.007088878485922656
2014-06-13,1936.16,2014,6,13,Friday,June,4,2014-06-30,-17.0,2,0.00312963395630117,0.3036757494818376,0.0031345363735746368
2014-06-16,1937.78,2014,6,16,Monday,June,0,2014-06-30,-14.0,3,0.0008363578653423076,0.30451210734717993,0.0008367077101065767
2014-06-17,1941.99,2014,6,17,Tuesday,June,1,2014-06-30,-13.0,3,0.002170232592340504,0.30668233993952043,0.0021725892516177847
2014-06-18,1956.98,2014,6,18,Wednesday,June,2,2014-06-30,-12.0,3,0.007689248112361824,0.31437158805188226,0.007718886297045868
2014-06-19,1959.48,2014,6,19,Thursday,June,3,2014-06-30,-11.0,3,0.0012766632824314783,0.31564825133431373,0.0012774785639098063
2014-06-20,1962.87,2014,6,20,Friday,June,4,2014-06-30,-10.0,3,0.0017285560156965474,0.3173768073500103,0.0017300508298119244
2014-06-23,1962.61,2014,6,23,Monday,June,0,2014-06-30,-7.0,4,-0.0001324678767335996,0.3172443394732767,-0.0001324591032518807
2014-06-24,1949.98,2014,6,24,Tuesday,June,1,2014-06-30,-6.0,4,-0.006456103946242742,0.31078823552703394,-0.006435308084642322
2014-06-25,1959.53,2014,6,25,Wednesday,June,2,2014-06-30,-5.0,4,0.004885532455618957,0.3156737679826529,0.0048974861280628446
2014-06-26,1957.22,2014,6,26,Thursday,June,3,2014-06-30,-4.0,4,-0.0011795495080528795,0.3144942184746,-0.0011788541129760244
2014-06-27,1960.96,2014,6,27,Friday,June,4,2014-06-30,-3.0,4,0.0019090501895577816,0.3164032686641578,0.0019108735860047243
2014-06-30,1960.23,2014,6,30,Monday,June,0,2014-06-30,0.0,5,-0.0003723359533376325,0.31603093271082017,-0.0003722666449086365
2014-07-01,1973.32,2014,7,1,Tuesday,July,1,2014-07-31,-30.0,1,0.006655590151632751,0.3226865228624529,0.006677787810614122
2014-07-02,1974.62,2014,7,2,Wednesday,July,2,2014-07-31,-29.0,1,0.0006585713293443263,0.32334509419179724,0.0006587882350557184
2014-07-03,1985.44,2014,7,3,Thursday,July,3,2014-07-31,-28.0,1,0.005464577266607762,0.328809671458405,0.005479535302995053
2014-07-07,1977.65,2014,7,7,Monday,July,0,2014-07-31,-24.0,1,-0.00393128091103101,0.324878390547374,-0.003923563542590047
2014-07-08,1963.71,2014,7,8,Tuesday,July,1,2014-07-31,-23.0,2,-0.007073729944500506,0.3178046606028735,-0.0070487700048037505
2014-07-09,1972.83,2014,7,9,Wednesday,July,2,2014-07-31,-22.0,2,0.004633518936331349,0.32243817953920484,0.004644270284308805
2014-07-10,1964.68,2014,7,10,Thursday,July,3,2014-07-31,-21.0,2,-0.004139677938002073,0.31829850160120277,-0.004131121282624384
2014-07-11,1967.57,2014,7,11,Friday,July,4,2014-07-31,-20.0,2,0.0014698966344175446,0.3197683982356203,0.001470977461978551
2014-07-14,1977.1,2014,7,14,Monday,July,0,2014-07-31,-17.0,2,0.004831845777309773,0.3246002440129301,0.004843537968153511
2014-07-15,1973.28,2014,7,15,Tuesday,July,1,2014-07-31,-16.0,3,-0.0019339917631571168,0.32266625224977297,-0.0019321228061301987
2014-07-16,1981.57,2014,7,16,Wednesday,July,2,2014-07-31,-15.0,3,0.004192326961483417,0.3268585792112564,0.0042011270574879855
2014-07-17,1958.12,2014,7,17,Thursday,July,3,2014-07-31,-14.0,3,-0.011904630539099514,0.31495394867215687,-0.011834050777918548
2014-07-18,1978.22,2014,7,18,Friday,July,4,2014-07-31,-13.0,3,0.010212621215764273,0.32516656988792114,0.01026494801135791
2014-07-21,1973.63,2014,7,21,Monday,July,0,2014-07-31,-10.0,3,-0.002322963707646508,0.32284360618027463,-0.0023202677154209317
2014-07-22,1983.53,2014,7,22,Tuesday,July,1,2014-07-31,-9.0,4,0.005003598871257786,0.3278472050515324,0.005016137776584273
2014-07-23,1987.01,2014,7,23,Wednesday,July,2,2014-07-31,-8.0,4,0.0017529106323479482,0.32960011568388037,0.0017544478782776096
2014-07-24,1987.98,2014,7,24,Thursday,July,3,2014-07-31,-7.0,4,0.00048805155195541516,0.3300881672358358,0.00048817066849182744
2014-07-25,1978.34,2014,7,25,Friday,July,4,2014-07-31,-6.0,4,-0.004860938593827413,0.32522722864200837,-0.004849143351542851
2014-07-28,1978.91,2014,7,28,Monday,July,0,2014-07-31,-3.0,4,0.0002880788446235627,0.32551530748663193,0.0002881203433182655
2014-07-29,1969.95,2014,7,29,Tuesday,July,1,2014-07-31,-2.0,5,-0.004538026355257685,0.32097728113137425,-0.004527745071781997
2014-07-30,1970.07,2014,7,30,Wednesday,July,2,2014-07-31,-1.0,5,6.091339639713311e-05,0.3210381945277714,6.091525165596856e-05
2014-07-31,1930.67,2014,7,31,Thursday,July,3,2014-07-31,0.0,5,-0.020201982180386935,0.30083621234738445,-0.019999289365352446
2014-08-01,1925.15,2014,8,1,Friday,August,4,2014-08-31,-30.0,1,-0.0028632061512494644,0.297973006196135,-0.0028591110857888458
2014-08-04,1938.99,2014,8,4,Monday,August,0,2014-08-31,-27.0,1,0.007163332167737124,0.3051363383638721,0.007189050203880276
2014-08-05,1920.21,2014,8,5,Tuesday,August,1,2014-08-31,-26.0,1,-0.009732663890958726,0.2954036744729134,-0.009685454798632254
2014-08-06,1920.24,2014,8,6,Wednesday,August,2,2014-08-31,-25.0,1,1.5623169160150496e-05,0.29541929764207353,1.56232912025267e-05
2014-08-07,1909.57,2014,8,7,Thursday,August,3,2014-08-31,-24.0,1,-0.005572092405118134,0.2898472052369554,-0.005556597092030158
2014-08-08,1931.59,2014,8,8,Friday,August,4,2014-08-31,-23.0,2,0.011465412125835073,0.30131261736279047,0.011531391884036735
2014-08-11,1936.92,2014,8,11,Monday,August,0,2014-08-31,-20.0,2,0.0027555846424931474,0.3040682020052836,0.0027593847555642537
2014-08-12,1933.75,2014,8,12,Tuesday,August,1,2014-08-31,-19.0,2,-0.0016379596859126266,0.302430242319371,-0.001636618962063574
2014-08-13,1946.72,2014,8,13,Wednesday,August,2,2014-08-31,-18.0,2,0.006684782151863189,0.3091150244712342,0.006707175177763425
2014-08-14,1955.18,2014,8,14,Thursday,August,3,2014-08-31,-17.0,2,0.004336355753250309,0.3134513802244845,0.004345771348730265
2014-08-15,1955.06,2014,8,15,Friday,August,4,2014-08-31,-16.0,3,-6.137730678368314e-05,0.3133900029177008,-6.137542323469969e-05
2014-08-18,1971.74,2014,8,18,Monday,August,0,2014-08-31,-13.0,3,0.008495518142763281,0.3218855210604641,0.00853170746677856
2014-08-19,1981.6,2014,8,19,Tuesday,August,1,2014-08-31,-12.0,3,0.004988197546780704,0.3268737186072448,0.005000659316136913
2014-08-20,1986.51,2014,8,20,Wednesday,August,2,2014-08-31,-11.0,3,0.002474731046194556,0.32934844965343935,0.002477795720629894
2014-08-21,1992.37,2014,8,21,Thursday,August,3,2014-08-31,-10.0,3,0.002945554646997195,0.33229400430043654,0.002949897055640305
2014-08-22,1988.4,2014,8,22,Friday,August,4,2014-08-31,-9.0,4,-0.00199458964782373,0.3302994146526128,-0.0019926017757744274
2014-08-25,1997.92,2014,8,25,Monday,August,0,2014-08-31,-6.0,4,0.004776344146317335,0.33507575879893015,0.004787769060551117
2014-08-26,2000.02,2014,8,26,Tuesday,August,1,2014-08-31,-5.0,4,0.001050541125247939,0.3361262999241781,0.0010510931368623577
2014-08-27,2000.12,2014,8,27,Wednesday,August,2,2014-08-31,-4.0,4,4.999825007168113e-05,0.33617629817424977,4.999950000494913e-05
2014-08-28,1996.74,2014,8,28,Thursday,August,3,2014-08-31,-3.0,4,-0.001691328095421163,0.3344849700788286,-0.0016898986060835952
2014-08-29,2003.37,2014,8,29,Friday,August,4,2014-08-31,-2.0,5,0.0033149118755346763,0.3377998819543633,0.0033204122720034146
2014-09-02,2002.28,2014,9,2,Tuesday,September,1,2014-09-30,-28.0,1,-0.0005442312867591781,0.3372556506676041,-0.0005440832197746159
2014-09-03,2000.72,2014,9,3,Wednesday,September,2,2014-09-30,-27.0,1,-0.000779415477878409,0.3364762351897257,-0.0007791118125336505
2014-09-04,1997.65,2014,9,4,Thursday,September,3,2014-09-30,-26.0,1,-0.0015356260692698243,0.33494060912045587,-0.0015344475988643413
2014-09-05,2007.71,2014,9,5,Friday,September,4,2014-09-30,-25.0,1,0.005023279382596613,0.3399638885030525,0.005035917202713236
2014-09-08,2001.54,2014,9,8,Monday,September,0,2014-09-30,-22.0,2,-0.003077884826784505,0.336886003676268,-0.0030731529952034986
2014-09-09,1988.44,2014,9,9,Tuesday,September,1,2014-09-30,-21.0,2,-0.006566472549267566,0.3303195311270004,-0.006544960380507003
2014-09-10,1995.69,2014,9,10,Wednesday,September,2,2014-09-30,-20.0,2,0.0036394434933182396,0.33395897462031865,0.0036460743095090287
2014-09-11,1997.45,2014,9,11,Thursday,September,3,2014-09-30,-19.0,2,0.0008815118498075591,0.3348404864701262,0.0008819004955680221
2014-09-12,1985.54,2014,9,12,Friday,September,4,2014-09-30,-18.0,2,-0.005980449610726524,0.3288600368593997,-0.005962602317955423
2014-09-15,1984.13,2014,9,15,Monday,September,0,2014-09-30,-15.0,3,-0.0007103865355535532,0.32814965032384613,-0.0007101342707775959
2014-09-16,1998.98,2014,9,16,Tuesday,September,1,2014-09-30,-14.0,3,0.007456519556098051,0.3356061698799442,0.007484388623729243
2014-09-17,2001.57,2014,9,17,Wednesday,September,2,2014-09-30,-13.0,3,0.0012948221428841222,0.3369009920228283,0.0012956607870013848
2014-09-18,2011.36,2014,9,18,Thursday,September,3,2014-09-30,-12.0,3,0.004879237575788231,0.34178022959861654,0.004891160439055353
2014-09-19,2010.4,2014,9,19,Friday,September,4,2014-09-30,-11.0,3,-0.00047740293713882664,0.3413028266614777,-0.00047728899848853423
2014-09-22,1994.29,2014,9,22,Monday,September,0,2014-09-30,-8.0,4,-0.008045609973506451,0.33325721668797126,-0.008013330680461617
2014-09-23,1982.77,2014,9,23,Tuesday,September,1,2014-09-30,-7.0,4,-0.005793240342941708,0.32746397634502955,-0.005776491884329715
2014-09-24,1998.3,2014,9,24,Wednesday,September,2,2014-09-30,-6.0,4,0.007801962174308841,0.3352659385193384,0.007832476787524412
2014-09-25,1965.99,2014,9,25,Thursday,September,3,2014-09-30,-5.0,4,-0.016300883863056725,0.31896505465628167,-0.0161687434319171
2014-09-26,1982.85,2014,9,26,Friday,September,4,2014-09-30,-4.0,4,0.008539268469331951,0.3275043231256136,0.008575832023560492
2014-09-29,1977.8,2014,9,29,Monday,September,0,2014-09-30,-1.0,5,-0.002550087857628114,0.3249542352679855,-0.002546839145674107
2014-09-30,1972.29,2014,9,30,Tuesday,September,1,2014-09-30,0.0,5,-0.0027898116618692015,0.3221644236061163,-0.002785923753665709
2014-10-01,1946.16,2014,10,1,Wednesday,October,2,2014-10-31,-30.0,1,-0.013337103869609734,0.30882731973650657,-0.013248558781923436
2014-10-02,1946.17,2014,10,2,Thursday,October,3,2014-10-31,-29.0,1,5.138310472219132e-06,0.3088324580469788,5.138323673214984e-06
2014-10-03,1967.9,2014,10,3,Friday,October,4,2014-10-31,-28.0,1,0.011103645698161024,0.3199361037451398,0.011165519969992266
2014-10-06,1964.82,2014,10,6,Monday,October,0,2014-10-31,-25.0,1,-0.001566346258933926,0.3183697574862059,-0.0015651201788710045
2014-10-07,1935.1,2014,10,7,Tuesday,October,1,2014-10-31,-24.0,1,-0.015241633339009297,0.3031281241471966,-0.015126067527814313
2014-10-08,1968.89,2014,10,8,Wednesday,October,2,2014-10-31,-23.0,2,0.01731092744167828,0.32043905158887487,0.017461629889928165
2014-10-09,1928.21,2014,10,9,Thursday,October,3,2014-10-31,-22.0,2,-0.02087782075594191,0.29956123083293296,-0.020661387888607274
2014-10-10,1906.13,2014,10,10,Friday,October,4,2014-10-31,-21.0,2,-0.011517102846274163,0.2880441279866588,-0.011451034897651202
2014-10-13,1874.74,2014,10,13,Monday,October,0,2014-10-31,-18.0,2,-0.016605025431830178,0.2714391025548286,-0.016467921915084505
2014-10-14,1877.7,2014,10,14,Tuesday,October,1,2014-10-31,-17.0,2,0.0015776404760323715,0.273016743030861,0.0015788856054705924
2014-10-15,1862.49,2014,10,15,Wednesday,October,2,2014-10-31,-16.0,3,-0.00813332148698187,0.2648834215438791,-0.008100335516855739
2014-10-16,1862.76,2014,10,16,Thursday,October,3,2014-10-31,-15.0,3,0.00014495671456860038,0.2650283782584477,0.0001449672213005293
2014-10-17,1886.76,2014,10,17,Friday,October,4,2014-10-31,-14.0,3,0.012801813443832799,0.2778301917022805,0.01288410745345625
2014-10-20,1904.01,2014,10,20,Monday,October,0,2014-10-31,-11.0,3,0.009101116168173995,0.2869313078704545,0.009142657253704778
2014-10-21,1941.28,2014,10,21,Tuesday,October,1,2014-10-31,-10.0,3,0.01938536086520415,0.30631666873565866,0.019574477024805637
2014-10-22,1927.11,2014,10,22,Wednesday,October,2,2014-10-31,-9.0,4,-0.007326077968841993,0.29899059076681667,-0.0072993076732877915
2014-10-23,1950.82,2014,10,23,Thursday,October,3,2014-10-31,-8.0,4,0.012228325652846372,0.31121891641966304,0.012303397315150733
2014-10-24,1964.58,2014,10,24,Friday,October,4,2014-10-31,-7.0,4,0.007028685012031133,0.31824760143169417,0.007053444192698377
2014-10-27,1961.63,2014,10,27,Monday,October,0,2014-10-31,-4.0,4,-0.0015027217368066559,0.3167448796948875,-0.0015015932158526368
2014-10-28,1985.05,2014,10,28,Tuesday,October,1,2014-10-31,-3.0,4,0.011868342458139836,0.32861322215302735,0.01193905068743839
2014-10-29,1982.3,2014,10,29,Wednesday,October,2,2014-10-31,-2.0,5,-0.0013863160247664652,0.3272269061282609,-0.001385355532606214
2014-10-30,1994.65,2014,10,30,Thursday,October,3,2014-10-31,-1.0,5,0.006210809640156079,0.33343771576841696,0.006230136709882483
2014-10-31,2018.05,2014,10,31,Friday,October,4,2014-10-31,0.0,5,0.011663102277225335,0.3451008180456423,0.01173138144536634
2014-11-03,2017.81,2014,11,3,Monday,November,0,2014-11-30,-27.0,1,-0.00011893375899241221,0.3449818842866499,-0.00011892668665292039
2014-11-04,2012.1,2014,11,4,Tuesday,November,1,2014-11-30,-26.0,1,-0.002833812080753617,0.34214807220589627,-0.0028298006254305896
2014-11-05,2023.57,2014,11,5,Wednesday,November,2,2014-11-30,-25.0,1,0.005684325469846208,0.3478323976757425,0.005700511902986927
2014-11-06,2031.21,2014,11,6,Thursday,November,3,2014-11-30,-24.0,1,0.0037683963328118963,0.3516007940085544,0.003775505665729373
2014-11-07,2031.92,2014,11,7,Friday,November,4,2014-11-30,-23.0,1,0.00034948426815173406,0.3519502782767061,0.0003495453448929542
2014-11-10,2038.26,2014,11,10,Monday,November,0,2014-11-30,-20.0,2,0.003115343855882635,0.35506562213258874,0.0031202015827394014
2014-11-11,2039.68,2014,11,11,Tuesday,November,1,2014-11-30,-19.0,2,0.0006964300884231278,0.35576205222101187,0.0006966726521642208
2014-11-12,2038.25,2014,11,12,Wednesday,November,2,2014-11-30,-18.0,2,-0.0007013362458963002,0.35506071597511557,-0.0007010903671164082
2014-11-13,2039.33,2014,11,13,Thursday,November,3,2014-11-30,-17.0,2,0.0005297259772980567,0.3555904419524136,0.0005298663068808995
2014-11-14,2039.82,2014,11,14,Friday,November,4,2014-11-30,-16.0,2,0.00024024613086393032,0.35583068808327756,0.00024027499227696758
2014-11-17,2041.32,2014,11,17,Monday,November,0,2014-11-30,-13.0,3,0.0007350887583097432,0.3565657768415873,0.000735359002264957
2014-11-18,2051.8,2014,11,18,Tuesday,November,1,2014-11-30,-12.0,3,0.005120799244120455,0.36168657608570776,0.005133932945349251
2014-11-19,2048.72,2014,11,19,Wednesday,November,2,2014-11-30,-11.0,3,-0.0015022487778297844,0.36018432730787797,-0.0015011209669559822
2014-11-20,2052.75,2014,11,20,Thursday,November,3,2014-11-30,-10.0,3,0.001965149713115899,0.36214947702099387,0.001967081885274835
2014-11-21,2063.5,2014,11,21,Friday,November,4,2014-11-30,-9.0,3,0.005223212603738148,0.367372689624732,0.0052368773596394025
2014-11-24,2069.41,2014,11,24,Monday,November,0,2014-11-30,-6.0,4,0.002859972285084389,0.3702326619098164,0.0028640659074388175
2014-11-25,2067.03,2014,11,25,Tuesday,November,1,2014-11-30,-5.0,4,-0.0011507481131776132,0.3690819137966388,-0.0011500862564690628
2014-11-26,2072.83,2014,11,26,Wednesday,November,2,2014-11-30,-4.0,4,0.0028020289550010347,0.37188394275163983,0.002805958307329659
2014-11-28,2067.56,2014,11,28,Friday,November,4,2014-11-30,-2.0,4,-0.0025456552865588122,0.369338287465081,-0.002542417853852008
2014-12-01,2053.44,2014,12,1,Monday,December,0,2014-12-31,-30.0,1,-0.006852732470835399,0.3624855549942456,-0.006829306041904459
2014-12-02,2066.55,2014,12,2,Tuesday,December,1,2014-12-31,-29.0,1,0.006364114596567383,0.368849669590813,0.006384408602150504
2014-12-03,2074.33,2014,12,3,Wednesday,December,2,2014-12-31,-28.0,1,0.0037576597991098026,0.3726073293899228,0.003764728654036764
2014-12-04,2071.92,2014,12,4,Thursday,December,3,2014-12-31,-27.0,1,-0.0011624963624505824,0.3714448330274722,-0.001161820925310808
2014-12-05,2075.37,2014,12,5,Friday,December,4,2014-12-31,-26.0,1,0.001663737426515155,0.3731085704539874,0.0016651222054904213
2014-12-08,2060.31,2014,12,8,Monday,December,0,2014-12-31,-23.0,2,-0.007282994123169573,0.3658255763308178,-0.0072565373885138396
2014-12-09,2059.82,2014,12,9,Tuesday,December,1,2014-12-31,-22.0,2,-0.00023785657360786416,0.36558771975720994,-0.0002378282879760274
2014-12-10,2026.14,2014,12,10,Wednesday,December,2,2014-12-31,-21.0,2,-0.016486095225713093,0.34910162453149685,-0.016350943286306596
2014-12-11,2035.33,2014,12,11,Thursday,December,3,2014-12-31,-20.0,2,0.004525462792593693,0.35362708732409054,0.004535718163601654
2014-12-12,2002.33,2014,12,12,Friday,December,4,2014-12-31,-19.0,2,-0.016346465435817414,0.3372806218882731,-0.016213586985894146
2014-12-15,1989.63,2014,12,15,Monday,December,0,2014-12-31,-16.0,3,-0.006362810672940533,0.3309178112153326,-0.006342610858349973
2014-12-16,1972.74,2014,12,16,Tuesday,December,1,2014-12-31,-15.0,3,-0.008525252460965582,0.322392558754367,-0.008489015545603995
2014-12-17,2012.89,2014,12,17,Wednesday,December,2,2014-12-31,-14.0,3,0.02014806101569455,0.34254061977006156,0.020352403256384655
2014-12-18,2061.23,2014,12,18,Thursday,December,3,2014-12-31,-13.0,3,0.023731391638556865,0.3662720114086184,0.024015221894887473
2014-12-19,2070.65,2014,12,19,Friday,December,4,2014-12-31,-12.0,3,0.004559675654012274,0.3708316870626307,0.0045700867928373246
2014-12-22,2078.54,2014,12,22,Monday,December,0,2014-12-31,-9.0,4,0.0038031565245635335,0.37463484358719423,0.0038103977012049484
2014-12-23,2082.17,2014,12,23,Tuesday,December,1,2014-12-31,-8.0,4,0.0017448949438962913,0.3763797385310905,0.001746418158899976
2014-12-24,2081.88,2014,12,24,Wednesday,December,2,2014-12-31,-7.0,4,-0.00013928747275837594,0.37624045105833215,-0.00013927777270827946
2014-12-26,2088.77,2014,12,26,Friday,December,4,2014-12-31,-5.0,4,0.0033040443422533983,0.37954449540058555,0.0033095087132783974
2014-12-29,2090.57,2014,12,29,Monday,December,0,2014-12-31,-2.0,5,0.0008613800797716564,0.3804058754803572,0.0008617511741360051
2014-12-30,2080.35,2014,12,30,Tuesday,December,1,2014-12-31,-1.0,5,-0.0049006072778077225,0.3755052682025495,-0.004888618893411967
2014-12-31,2058.9,2014,12,31,Wednesday,December,2,2014-12-31,0.0,5,-0.01036428918775556,0.3651409790147939,-0.010310765015502099
2015-01-02,2058.2,2015,1,2,Friday,January,4,2015-01-31,-29.0,1,-0.00034004518070762657,0.3648009338340863,-0.0003399873718977764
2015-01-05,2020.58,2015,1,5,Monday,January,0,2015-01-31,-26.0,1,-0.018447215507428893,0.3463537183266574,-0.018278107083859685
2015-01-06,2002.61,2015,1,6,Tuesday,January,1,2015-01-31,-25.0,1,-0.008933269124888454,0.33742044920176895,-0.008893486028764053
2015-01-07,2025.9,2015,1,7,Wednesday,January,2,2015-01-31,-24.0,1,0.011562716479232016,0.34898316568100096,0.011629823080879564
2015-01-08,2062.14,2015,1,8,Thursday,January,3,2015-01-31,-23.0,2,0.017730232270554147,0.3667133979515551,0.017888345920331616
2015-01-09,2044.81,2015,1,9,Friday,January,4,2015-01-31,-22.0,2,-0.00843940289436862,0.3582739950571865,-0.008403891103416772
2015-01-12,2028.26,2015,1,12,Monday,January,0,2015-01-31,-19.0,2,-0.008126593003387583,0.3501474020537989,-0.008093661513783657
2015-01-13,2023.03,2015,1,13,Tuesday,January,1,2015-01-31,-18.0,2,-0.0025818951027174464,0.34756550695108146,-0.0025785648782700177
2015-01-14,2011.27,2015,1,14,Wednesday,January,2,2015-01-31,-17.0,2,-0.005830024197198469,0.341735482753883,-0.005813062584341333
2015-01-15,1992.67,2015,1,15,Thursday,January,3,2015-01-31,-16.0,3,-0.009290915347145656,0.33244456740673733,-0.00924788815027322
2015-01-16,2019.42,2015,1,16,Friday,January,4,2015-01-31,-15.0,3,0.01333489347839567,0.345779460885133,0.013424199691870697
2015-01-20,2022.55,2015,1,20,Tuesday,January,1,2015-01-31,-11.0,3,0.0015487500528914566,0.34732821093802446,0.0015499499856392873
2015-01-21,2032.12,2015,1,21,Wednesday,January,2,2015-01-31,-10.0,3,0.004720491566868823,0.3520487025048933,0.004731650639044682
2015-01-22,2063.15,2015,1,22,Thursday,January,3,2015-01-31,-9.0,4,0.015154358001382207,0.3672030605062755,0.01526976753341347
2015-01-23,2051.82,2015,1,23,Friday,January,4,2015-01-31,-8.0,4,-0.0055067369293277935,0.3616963235769477,-0.005491602646438665
2015-01-26,2057.09,2015,1,26,Monday,January,0,2015-01-31,-5.0,4,0.002565158589374228,0.3642614821663219,0.002568451423614171
2015-01-27,2029.55,2015,1,27,Tuesday,January,1,2015-01-31,-4.0,4,-0.013478269148747835,0.3507832130175741,-0.0133878439932138
2015-01-28,2002.16,2015,1,28,Wednesday,January,2,2015-01-31,-3.0,4,-0.013587495823832008,0.3371957171937421,-0.013495602473454604
2015-01-29,2021.25,2015,1,29,Thursday,January,3,2015-01-31,-2.0,5,0.009489534129669686,0.34668525132341177,0.009534702521277083
2015-01-30,1994.99,2015,1,30,Friday,January,4,2015-01-31,-1.0,5,-0.013077094111243248,0.3336081572121685,-0.012991960420531856
2015-02-02,2020.85,2015,2,2,Monday,February,0,2015-02-28,-26.0,1,0.012879177186226443,0.34648733439839496,0.0129624709898295
2015-02-03,2050.03,2015,2,3,Tuesday,February,1,2015-02-28,-25.0,1,0.014336212205417809,0.3608235466038128,0.01443946854046585
