Date,close,year,month,dom,day_name,month_name,dow,eom,days_to_eom,wom,returns,cum_returns
2014-12-11,2035.33,2014,12,11,Thursday,December,3,2014-12-31,-20.0,2,0.004525462792593693,0.35362708732409054
2014-12-12,2002.33,2014,12,12,Friday,December,4,2014-12-31,-19.0,2,-0.016346465435817414,0.3372806218882731
2014-12-15,1989.63,2014,12,15,Monday,December,0,2014-12-31,-16.0,3,-0.006362810672940533,0.3309178112153326
2014-12-16,1972.74,2014,12,16,Tuesday,December,1,2014-12-31,-15.0,3,-0.008525252460965582,0.322392558754367
2014-12-17,2012.89,2014,12,17,Wednesday,December,2,2014-12-31,-14.0,3,0.02014806101569455,0.34254061977006156
2014-12-18,2061.23,2014,12,18,Thursday,December,3,2014-12-31,-13.0,3,0.023731391638556865,0.3662720114086184
2014-12-19,2070.65,2014,12,19,Friday,December,4,2014-12-31,-12.0,3,0.004559675654012274,0.3708316870626307
2014-12-22,2078.54,2014,12,22,Monday,December,0,2014-12-31,-9.0,4,0.0038031565245635335,0.37463484358719423
2014-12-23,2082.17,2014,12,23,Tuesday,December,1,2014-12-31,-8.0,4,0.0017448949438962913,0.3763797385310905
2014-12-24,2081.88,2014,12,24,Wednesday,December,2,2014-12-31,-7.0,4,-0.00013928747275837594,0.37624045105833215
2014-12-26,2088.77,2014,12,26,Friday,December,4,2014-12-31,-5.0,4,0.0033040443422533983,0.37954449540058555
2014-12-29,2090.57,2014,12,29,Monday,December,0,2014-12-31,-2.0,5,0.0008613800797716564,0.3804058754803572
2014-12-30,2080.35,2014,12,30,Tuesday,December,1,2014-12-31,-1.0,5,-0.0049006072778077225,0.3755052682025495
2014-12-31,2058.9,2014,12,31,Wednesday,December,2,2014-12-31,0.0,5,-0.01036428918775556,0.3651409790147939
2015-01-02,2058.2,2015,1,2,Friday,January,4,2015-01-31,-29.0,1,-0.00034004518070762657,0.3648009338340863
2015-01-05,2020.58,2015,1,5,Monday,January,0,2015-01-31,-26.0,1,-0.018447215507428893,0.3463537183266574
2015-01-06,2002.61,2015,1,6,Tuesday,January,1,2015-01-31,-25.0,1,-0.008933269124888454,0.33742044920176895
2015-01-07,2025.9,2015,1,7,Wednesday,January,2,2015-01-31,-24.0,1,0.011562716479232016,0.34898316568100096
2015-01-08,2062.14,2015,1,8,Thursday,January,3,2015-01-31,-23.0,2,0.017730232270554147,0.3667133979515551
2015-01-09,2044.81,2015,1,9,Friday,January,4,2015-01-31,-22.0,2,-0.00843940289436862,0.3582739950571865
2015-01-12,2028.26,2015,1,12,Monday,January,0,2015-01-31,-19.0,2,-0.008126593003387583,0.3501474020537989
2015-01-13,2023.03,2015,1,13,Tuesday,January,1,2015-01-31,-18.0,2,-0.0025818951027174464,0.34756550695108146
2015-01-14,2011.27,2015,1,14,Wednesday,January,2,2015-01-31,-17.0,2,-0.005830024197198469,0.341735482753883
2015-01-15,1992.67,2015,1,15,Thursday,January,3,2015-01-31,-16.0,3,-0.009290915347145656,0.33244456740673733
2015-01-16,2019.42,2015,1,16,Friday,January,4,2015-01-31,-15.0,3,0.01333489347839567,0.345779460885133
2015-01-20,2022.55,2015,1,20,Tuesday,January,1,2015-01-31,-11.0,3,0.0015487500528914566,0.34732821093802446
2015-01-21,2032.12,2015,1,21,Wednesday,January,2,2015-01-31,-10.0,3,0.004720491566868823,0.3520487025048933
2015-01-22,2063.15,2015,1,22,Thursday,January,3,2015-01-31,-9.0,4,0.015154358001382207,0.3672030605062755
2015-01-23,2051.82,2015,1,23,Friday,January,4,2015-01-31,-8.0,4,-0.0055067369293277935,0.3616963235769477
2015-01-26,2057.09,2015,1,26,Monday,January,0,2015-01-31,-5.0,4,0.002565158589374228,0.3642614821663219
2015-01-27,2029.55,2015,1,27,Tuesday,January,1,2015-01-31,-4.0,4,-0.013478269148747835,0.3507832130175741
2015-01-28,2002.16,2015,1,28,Wednesday,January,2,2015-01-31,-3.0,4,-0.013587495823832008,0.3371957171937421
2015-01-29,2021.25,2015,1,29,Thursday,January,3,2015-01-31,-2.0,5,0.009489534129669686,0.34668525132341177
2015-01-30,1994.99,2015,1,30,Friday,January,4,2015-01-31,-1.0,5,-0.013077094111243248,0.3336081572121685
2015-02-02,2020.85,2015,2,2,Monday,February,0,2015-02-28,-26.0,1,0.012879177186226443,0.34648733439839496
2015-02-03,2050.03,2015,2,3,Tuesday,February,1,2015-02-28,-25.0,1,0.014336212205417809,0.3608235466038128
2015-02-04,2041.51,2015,2,4,Wednesday,February,2,2015-02-28,-24.0,1,-0.004164697065034417,0.35665884953877836
2015-02-05,2062.52,2015,2,5,Thursday,February,3,2015-02-28,-23.0,1,0.010238806024834624,0.366897655563613
2015-02-06,2055.47,2015,2,6,Friday,February,4,2015-02-28,-22.0,1,-0.003424003889146654,0.3634736516744663
2015-02-09,2046.74,2015,2,9,Monday,February,0,2015-02-28,-19.0,2,-0.004256248792301243,0.3592174028821651
2015-02-10,2068.59,2015,2,10,Tuesday,February,1,2015-02-28,-18.0,2,0.010618932294575778,0.36983633517674086
2015-02-11,2068.53,2015,2,11,Wednesday,February,2,2015-02-28,-17.0,2,-2.9005685115990332e-05,0.36980732949162487
2015-02-12,2088.48,2015,2,12,Thursday,February,3,2015-02-28,-16.0,2,0.009598318580950504,0.3794056480725754
2015-02-13,2096.99,2015,2,13,Friday,February,4,2015-02-28,-15.0,2,0.004066454532854813,0.3834721026054302
2015-02-17,2100.34,2015,2,17,Tuesday,February,1,2015-02-28,-11.0,3,0.0015962531949229586,0.38506835580035315
2015-02-18,2099.68,2015,2,18,Wednesday,February,2,2015-02-28,-10.0,3,-0.00031428422028145775,0.3847540715800717
2015-02-19,2097.45,2015,2,19,Thursday,February,3,2015-02-28,-9.0,3,-0.0010626309930072964,0.3836914405870644
2015-02-20,2110.3,2015,2,20,Friday,February,4,2015-02-28,-8.0,3,0.006107796303298052,0.38979923689036244
2015-02-23,2109.66,2015,2,23,Monday,February,0,2015-02-28,-5.0,4,-0.00030332041294567347,0.38949591647741677
2015-02-24,2115.48,2015,2,24,Tuesday,February,1,2015-02-28,-4.0,4,0.0027549400403312774,0.39225085651774805
2015-02-25,2113.86,2015,2,25,Wednesday,February,2,2015-02-28,-3.0,4,-0.0007660770140160977,0.39148477950373195
2015-02-26,2110.74,2015,2,26,Thursday,February,3,2015-02-28,-2.0,4,-0.0014770631857432548,0.3900077163179887
2015-02-27,2104.5,2015,2,27,Friday,February,4,2015-02-28,-1.0,4,-0.0029606876752676925,0.387047028642721
2015-03-02,2117.39,2015,3,2,Monday,March,0,2015-03-31,-29.0,1,0.006106288914288882,0.3931533175570099
2015-03-03,2107.78,2015,3,3,Tuesday,March,1,2015-03-31,-28.0,1,-0.00454893723637273,0.38860438032063715
2015-03-04,2098.53,2015,3,4,Wednesday,March,2,2015-03-31,-27.0,1,-0.004398161291420344,0.3842062190292168
2015-03-05,2101.04,2015,3,5,Thursday,March,3,2015-03-31,-26.0,1,0.0011953606197181443,0.38540157964893496
2015-03-06,2071.26,2015,3,6,Friday,March,4,2015-03-31,-25.0,1,-0.014275342485307263,0.3711262371636277
2015-03-09,2079.43,2015,3,9,Monday,March,0,2015-03-31,-22.0,2,0.003936699946891942,0.37506293711051963
2015-03-10,2044.16,2015,3,10,Tuesday,March,1,2015-03-31,-21.0,2,-0.017106870531885754,0.3579560665786339
2015-03-11,2040.24,2015,3,11,Wednesday,March,2,2015-03-31,-20.0,2,-0.0019194991693254337,0.35603656740930845
2015-03-12,2065.95,2015,3,12,Thursday,March,3,2015-03-31,-19.0,2,0.012522721054237351,0.3685592884635458
2015-03-13,2053.4,2015,3,13,Friday,March,4,2015-03-31,-18.0,2,-0.00609321316658562,0.3624660752969602
2015-03-16,2081.19,2015,3,16,Monday,March,0,2015-03-31,-15.0,3,0.013442889619502019,0.3759089649164622
2015-03-17,2074.28,2015,3,17,Tuesday,March,1,2015-03-31,-14.0,3,-0.003325739985624132,0.37258322493083806
2015-03-18,2099.5,2015,3,18,Wednesday,March,2,2015-03-31,-13.0,3,0.012085115625505516,0.3846683405563436
2015-03-19,2089.27,2015,3,19,Thursday,March,3,2015-03-31,-12.0,3,-0.004884498475311361,0.3797838420810322
2015-03-20,2108.1,2015,3,20,Friday,March,4,2015-03-31,-11.0,3,0.008972345217324929,0.38875618729835715
2015-03-23,2104.42,2015,3,23,Monday,March,0,2015-03-31,-8.0,4,-0.0017471731581739647,0.3870090141401832
2015-03-24,2091.5,2015,3,24,Tuesday,March,1,2015-03-31,-7.0,4,-0.00615838282583514,0.38085063131434804
2015-03-25,2061.05,2015,3,25,Wednesday,March,2,2015-03-31,-6.0,4,-0.014665950218136103,0.36618468109621194
2015-03-26,2056.15,2015,3,26,Thursday,March,3,2015-03-31,-5.0,4,-0.00238025955186405,0.3638044215443479
2015-03-27,2061.02,2015,3,27,Friday,March,4,2015-03-31,-4.0,4,0.0023657037582935914,0.3661701253026415
2015-03-30,2086.24,2015,3,30,Monday,March,0,2015-03-31,-1.0,5,0.012162396804615838,0.3783325221072573
2015-03-31,2067.89,2015,3,31,Tuesday,March,1,2015-03-31,0.0,5,-0.008834638950921736,0.3694978831563356
2015-04-01,2059.69,2015,4,1,Wednesday,April,2,2015-04-30,-29.0,1,-0.003973277701575739,0.36552460545475984
2015-04-02,2066.96,2015,4,2,Thursday,April,3,2015-04-30,-28.0,1,0.003523442754391759,0.3690480482091516
2015-04-06,2080.62,2015,4,6,Monday,April,0,2015-04-30,-24.0,1,0.006586997425284125,0.3756350456344357
2015-04-07,2076.33,2015,4,7,Tuesday,April,1,2015-04-30,-23.0,1,-0.002064014011717852,0.3735710316227179
2015-04-08,2081.9,2015,4,8,Wednesday,April,2,2015-04-30,-22.0,2,0.0026790260911058184,0.3762500577138237
2015-04-09,2091.18,2015,4,9,Thursday,April,3,2015-04-30,-21.0,2,0.004447561655731569,0.38069761936955526
2015-04-10,2102.06,2015,4,10,Friday,April,4,2015-04-30,-20.0,2,0.005189316335634686,0.38588693570518995
2015-04-13,2092.43,2015,4,13,Monday,April,0,2015-04-30,-17.0,2,-0.004591746276668474,0.3812951894285215
2015-04-14,2095.84,2015,4,14,Tuesday,April,1,2015-04-30,-16.0,2,0.001628357652912804,0.3829235470814343
2015-04-15,2106.63,2015,4,15,Wednesday,April,2,2015-04-30,-15.0,3,0.005135086608693662,0.38805863369012794
2015-04-16,2104.99,2015,4,16,Thursday,April,3,2015-04-30,-14.0,3,-0.0007787977466593432,0.3872798359434686
